Speed_100m_m/s,Direction_100m_degrees,Temperature_2m_degrees_C,Pressure_0m_kPa
5.25,5.4,22.7,100.6
4.83,3.5,24.9,100.7
4.12,359.5,27.3,100.8
3.57,358.8,28.7,100.8
2.55,352.5,32.6,100.7
1.67,343.1,33,100.6
0.84,332.1,33.6,100.5
0.08,185.1,34.8,100.4
0.58,160.1,34.6,100.3
0.7,144.9,33.1,100.4
0.74,67.1,31.9,100.4
1.37,6.3,31.4,100.5
4,354.6,29.9,100.6
6.74,353.3,28.6,100.7
8.2,353.2,28.2,100.7
9.08,352.2,27.9,100.8
9.93,351,26.8,100.8
10.55,350.8,26.3,100.8
10.83,350.8,25.9,100.8
11.1,349.7,25,100.7
11.29,348,25.2,100.7
11.98,345.8,23.1,100.6
12.09,345.4,23.2,100.6
12.1,346.4,23.8,100.7
12.49,347.9,24.1,100.7
12.39,347.7,25,100.8
13.6,345.9,25.2,100.8
13.61,346.1,26,100.9
14.33,348.4,28,100.9
13.27,347.5,28.6,100.8
13.57,345.2,29,100.7
13.93,342.8,28.6,100.6
14.43,343.2,28.6,100.6
14.89,344.4,24.7,100.6
14.82,346.4,24.2,100.6
14.4,347.7,23.7,100.7
13.94,348.2,23.6,100.7
13.78,347.8,22.4,100.7
13.68,348.4,22.5,100.8
12.81,350.1,22.4,100.8
12.81,350.8,21.6,100.8
12.99,349,21.6,100.8
12.56,350.8,21.6,100.7
12.37,351.2,21.2,100.7
12.37,351.1,20.6,100.7
12.3,350.9,20.2,100.7
12.27,351.1,20.2,100.6
12.15,350.9,20.3,100.7
12.17,351.6,20.7,100.7
11.95,352.7,21.9,100.8
12.59,350.5,22.6,100.9
12.33,350.5,23.3,100.9
12.11,351.4,27.3,100.8
11.46,351.6,27.7,100.7
10.99,351.9,28.5,100.6
10.44,350.7,28.9,100.5
10.62,351.4,28.8,100.4
11.27,354,25.6,100.4
11.03,351.1,25,100.4
10.63,350.7,24.4,100.4
10.65,351.5,24.5,100.5
10.73,350.4,23.5,100.6
10.81,350.8,23.8,100.7
10.46,352.6,23.9,100.7
10,353.2,23.4,100.7
9.4,351.4,22.8,100.6
8.92,351.2,22.8,100.6
8.35,352.6,22.4,100.6
7.96,354.3,22.7,100.5
7.39,354.2,21.9,100.5
6.97,354.1,21.9,100.5
6.98,355,21.9,100.5
6.95,358.9,21.7,100.6
6.2,358.3,23.7,100.6
5.54,354.5,25.1,100.7
5.1,354.2,26.8,100.7
3.93,353.7,31.2,100.6
2.48,348.4,32.1,100.5
0.73,324.9,32.8,100.4
1.43,200.1,34.3,100.2
3.07,189.7,34.5,100.2
4.15,181.5,33,100.1
5.22,185.2,32.1,100.1
5.17,188.5,30.7,100.2
4.3,185.2,29.1,100.3
2.93,180.7,26.8,100.3
2,176.7,25.7,100.4
1.46,159.9,25.2,100.5
1.91,138.3,23.5,100.5
2.83,130.6,23.3,100.4
3.6,129.8,23.1,100.5
3.97,127.8,22.3,100.4
3.89,122.8,22,100.4
3.9,120.7,21.1,100.3
3.68,123.6,21.4,100.4
3.79,123.6,22.9,100.4
3.93,122.1,23.2,100.5
3.92,124.2,26.1,100.5
3.59,142.6,26.1,100.6
3.68,157.5,27.1,100.6
4.21,168.9,31.8,100.6
4.71,175.2,32.4,100.5
5.33,177.8,32.8,100.3
5.74,177.7,34.1,100.3
5.96,176.5,33.8,100.2
6.01,170.3,31.5,100.2
5.37,164,30.7,100.2
4.5,159.3,29.6,100.3
3.28,160.1,28.1,100.4
1.81,160.3,26.3,100.5
1.05,144.9,26.8,100.5
1.17,94.6,24.5,100.6
2.03,79.2,23.9,100.6
2.07,76.6,23.2,100.6
1.78,56.2,22.9,100.6
1.88,12.1,22,100.5
2.82,346,22,100.6
4.24,335,21,100.5
5.81,343.5,21.7,100.6
6.82,348.5,22.1,100.6
8.33,354,22.3,100.7
9.48,353.2,25.6,100.8
10.38,347.3,27.7,100.8
11.54,345,28.2,100.8
12.01,344,30.1,100.8
12.78,346.3,30.2,100.7
12.85,347.1,30.6,100.6
13.23,347.3,30.3,100.5
13.26,350.3,29.8,100.5
13.26,349.4,27.7,100.5
13.05,349.8,26.8,100.5
13.16,347.1,26.6,100.6
14.12,346.4,26.3,100.6
14.98,345.7,24.7,100.7
14.62,346.2,24.5,100.8
13.95,346.9,24.2,100.9
13.66,346.9,22.8,101
13.68,348.6,22,101
13.55,349,21.9,100.9
13.53,348.4,21.4,100.9
13.27,349.4,21.6,100.9
13.12,350.5,21.8,100.9
13.27,350.5,21.8,100.9
13.16,349.6,21.9,101
13.09,349.4,21.8,101
12.63,348.9,22.9,101.1
13.2,347.3,23.6,101.1
13.4,347.4,24,101.2
13.24,348.3,26.6,101.2
13.15,347.7,27.2,101.1
12.58,347.4,27.5,101
12.71,346.7,27.6,100.9
13.15,346.7,27.5,100.8
13.51,348.6,25.7,100.8
13.37,346.3,25.4,100.8
12.17,344.6,24.8,100.8
13.91,346.8,25.2,100.9
14.02,345.9,24.2,100.9
14.09,345.4,23.7,101
13.78,347.1,24.1,101
13.6,348.1,23.6,101.1
13.56,348.1,23.5,101
13.38,347.5,23.5,101
13.32,346.3,23.2,101
13.1,345.6,23.3,100.9
13.62,343.7,22.1,100.9
13.52,344.2,22.3,100.9
13.42,343.8,22.4,101
13.26,343.1,22.5,101
12.16,341.1,23.8,101.1
12.63,342.2,24.1,101.1
12.82,342.7,24.9,101.1
14.15,347.1,28.1,101.1
14.03,347.8,29,101
13.99,348.5,28.7,100.9
13.57,350.1,29.8,100.8
13.02,347.1,29.8,100.8
13.05,350.1,26.7,100.8
13.48,348.4,25.8,100.8
12.77,347.1,25.6,100.8
13.58,347.3,25.6,100.8
13.58,348,23.5,100.9
13.39,349.1,23.3,100.9
13.3,350,23.5,101
13.11,350,23.3,100.9
12.96,349,23.5,100.9
12.62,347.1,24,100.9
12.42,347.1,23.6,100.9
12.16,347.6,23.6,100.9
11.97,346.7,22.7,100.9
11.71,346.5,22.5,100.9
11.52,346.4,22.6,101
11.28,347.1,22.7,101
10.81,347.1,24.4,101.1
11.28,348.1,24.8,101.1
11.13,351.2,26.2,101.1
10.49,353.4,29.9,101.1
9.77,353.4,30.2,100.9
9.4,353.8,30.2,100.8
9.68,353.1,31,100.7
10.11,353.2,30.2,100.6
10.97,352.4,28.5,100.5
10.75,351.4,28.1,100.6
10.58,349.9,27.5,100.6
10.92,351.1,27.1,100.6
11.08,350.3,25.7,100.7
11.29,350.1,25.4,100.7
11.31,349.6,25.2,100.8
11.41,349,24.8,100.8
11.21,348,25.1,100.8
10.91,347.3,25.2,100.8
10.67,347,24.4,100.7
10.49,346.9,24.2,100.7
10.03,344.9,23.2,100.7
10.07,347.3,23.3,100.7
9.76,349.3,23.2,100.7
9.56,350.1,23.2,100.8
8.73,349,25.4,100.8
9.75,349.9,26.4,100.9
9.16,351.1,27.3,100.9
8.08,352.2,30.9,100.8
7.15,352.2,31.2,100.7
6.55,352.5,32,100.6
6.17,350.5,33.7,100.5
6.29,348,33.6,100.4
7.53,347.9,31.8,100.4
8.06,349,30.9,100.4
8.3,351.8,30,100.4
8.42,354.6,28.6,100.5
8.26,357.3,27.1,100.6
7.94,356.7,26.5,100.6
7.6,355.3,26.2,100.7
7.49,354.9,25.4,100.7
7.47,354.7,24.9,100.7
7.43,353.3,24.4,100.7
7.44,353.2,23.9,100.6
7.53,354.5,23.7,100.6
7.47,353.1,23,100.6
7.76,355.5,23,100.6
8.09,356,23.8,100.7
8.39,356,23.7,100.8
8.06,354.8,25.6,100.8
8.65,354.5,26.4,100.9
8.31,354.8,27.5,100.9
7.51,353.8,31.5,100.8
6.86,353.2,32,100.7
6.4,352.5,33,100.6
6.55,351.8,33.8,100.5
6.95,354.1,33,100.4
7.27,354.2,31.8,100.4
8.02,352.9,30.8,100.4
8.7,350.9,30,100.5
9.04,351,29.1,100.5
8.6,350.9,27.4,100.6
8.15,350.1,26.8,100.6
7.86,349,26.8,100.7
7.81,348.6,25.5,100.7
7.63,348.4,24.6,100.7
7.63,350.6,24.5,100.6
7.82,352.3,24.1,100.6
8.11,353.3,24.2,100.6
8.33,352.9,23.2,100.6
8.7,352.7,23.3,100.6
9.01,352.2,24.2,100.7
9.01,351,24.2,100.8
8.72,350.6,25.3,100.8
8.87,349.9,25.9,100.8
8.43,351.7,27.4,100.8
7.54,351.2,31,100.8
6.79,351.8,31.9,100.7
5.96,353,31.6,100.6
5.59,346.5,32,100.5
6.66,347.5,32.3,100.4
6.85,358.1,29.2,100.4
7.34,357.5,29.1,100.4
7.65,358.8,28.8,100.4
7.92,0.7,28.5,100.5
7.95,358.4,27.2,100.5
7.74,353.9,26.6,100.6
7.91,350.8,26.4,100.6
7.86,349.8,25.2,100.6
7.76,349.2,25,100.6
7.6,350.1,24.7,100.5
7.52,349.9,23.5,100.5
7.51,350.1,23.9,100.5
7.3,351.7,23,100.5
7.14,354.6,23.2,100.5
6.76,356.4,23.6,100.5
6.48,356.1,23.5,100.6
5.89,356.4,25,100.6
5.35,356.6,26,100.7
4,358.1,27.5,100.7
2.27,358.8,32.6,100.6
1.1,345.3,33.3,100.5
0.33,276.7,34,100.4
1.02,192.8,33.8,100.3
2.09,185.1,34.5,100.2
3.87,185.8,32.6,100.1
5.37,187,31.2,100.2
5.33,188.5,29.8,100.2
4.63,187.2,28.4,100.3
3.31,178.2,26.4,100.4
2.61,158.1,25.8,100.4
2.93,138.9,25.6,100.5
3.58,129,24.2,100.5
3.99,123.9,24.1,100.5
4.18,119.9,24.2,100.5
4.25,118,23.7,100.5
4.26,116.6,23.2,100.5
4.37,121.9,22.4,100.4
4.49,122.1,22.5,100.5
4.49,122.6,22.6,100.5
4.33,120.1,22.9,100.6
3.84,119.4,25.9,100.6
3.83,142.8,27.1,100.7
4.24,158.2,28.5,100.7
4.91,168.1,32.4,100.7
5.57,172.2,32.8,100.6
6.02,172,33,100.5
6.27,171.1,33.4,100.5
6.17,169.9,33.5,100.4
5.84,172.6,31.3,100.4
5.08,172,30.6,100.4
4.29,167.5,30,100.4
3.92,157.8,29.1,100.5
3.39,142.2,26.9,100.6
3.28,129.4,25.5,100.6
3.42,123.4,25,100.7
3.27,119.7,23.3,100.7
3.26,120,23.4,100.7
3.25,118.6,23.4,100.7
3.21,115.7,21.7,100.6
3.07,112.9,21.8,100.6
3.42,113.6,20.8,100.6
3.31,110.3,20.8,100.6
3.1,105.1,21.5,100.7
2.82,103.9,21.8,100.7
2.38,104.8,24.9,100.8
1.44,140.1,27.5,100.8
2.06,190.6,28.9,100.8
2.92,197.4,32.7,100.8
3.66,195.8,33.7,100.7
4.35,194.4,34.2,100.6
4.9,192.8,35.4,100.5
5.33,193,35,100.4
5.59,198.7,32.3,100.4
5.22,206,30.9,100.4
3.83,204.4,29.9,100.5
2.21,188.3,29.4,100.6
1.32,132.7,26.4,100.6
1.5,103.4,25.8,100.7
1.32,85.8,25.3,100.8
1.27,48.2,24,100.8
1.7,16.1,23.3,100.8
2.16,357.8,23.4,100.7
2.77,347.2,23.2,100.7
3.71,345.8,22.8,100.7
5.09,344.6,22.4,100.6
5.52,350.2,22.9,100.6
6.04,355.3,23.2,100.7
6.52,358.7,23.5,100.8
6.68,0.5,25.2,100.8
7,359.8,26.3,100.8
6.92,357.4,28.4,100.9
6.84,355.3,32.9,100.8
7.09,354.8,33.3,100.7
7.29,354.3,33.9,100.6
7.37,353.3,35.5,100.5
7.62,353.8,34.8,100.4
8.1,353.7,31.7,100.4
8.76,354.4,30.9,100.4
8.67,354.2,30.3,100.5
8.49,356.1,30,100.5
8.06,356.3,28.7,100.6
8.04,352.9,28,100.7
8.13,350.2,27.8,100.8
8.33,348.2,26.4,100.8
8.23,348.4,26,100.8
8.28,350.3,25.7,100.9
8.59,350.5,24.8,100.8
8.66,348.9,24.6,100.8
8.84,347.4,23.2,100.8
8.41,348,23.2,100.8
8.45,348.6,24.1,100.8
8.39,349.5,24,100.9
8.2,350.1,25.2,100.9
8.48,350,26.1,101
8.16,353.5,28.2,101
7.29,353.8,31.7,100.9
6.82,350.4,32.1,100.8
6.91,350.4,32.4,100.7
7.08,350.7,33.6,100.6
7.85,349.1,33.2,100.5
8.15,348.8,31.4,100.4
8.52,349.7,30.8,100.5
8.49,352.6,30.4,100.5
8.55,356,29.7,100.5
8.25,355.8,28.2,100.6
7.91,352.1,27.1,100.6
7.83,348.7,27.1,100.7
7.66,347.6,25.7,100.7
7.35,349.2,25.4,100.7
7,351.2,25.3,100.6
6.66,353.6,24.7,100.6
6.35,355.6,24.2,100.6
6.1,356.2,22.4,100.5
5.78,359.8,22.7,100.5
5.29,4.2,23.7,100.6
4.95,5.8,23.7,100.7
3.82,0.6,25.5,100.7
3.24,356.8,27.5,100.7
1.53,353.6,28.9,100.7
0.87,185.7,33,100.7
2.96,177.2,33.8,100.6
4.69,177.7,34.2,100.4
5.87,178.9,34.8,100.4
6.44,180.9,34.6,100.3
6.95,186.2,31.8,100.3
6.52,178.2,30.9,100.4
5.59,160.7,30,100.4
5.74,143.3,29.1,100.4
5.94,136.1,27.8,100.5
6.5,132.3,27.3,100.5
6.77,132.3,27.2,100.6
6.73,133.7,26.5,100.6
6.66,133.6,24.6,100.6
6.72,134.2,24.8,100.6
6.63,133.9,25.1,100.5
6.56,133.2,24.3,100.5
6.37,136,23.2,100.5
5.93,135.4,23.2,100.5
5.84,133.5,23.1,100.6
5.89,130.2,23.1,100.6
5.24,133.2,25,100.7
6.28,149.9,27.2,100.7
6.61,159.9,28.8,100.7
6.88,167.3,30.1,100.7
6.88,169.3,30.9,100.6
6.78,170.9,30.9,100.5
6.75,172.8,31.3,100.4
6.54,172.1,30.8,100.4
6.44,174,29.9,100.4
5.7,171.8,29.4,100.4
5.05,164.8,27.6,100.5
4.44,157.7,26.2,100.5
3.95,152.9,25.4,100.6
3.38,146.9,24.2,100.7
3.02,144.4,23.2,100.7
2.89,147.3,22.6,100.7
3.15,147,22.7,100.7
3.45,144.7,23.4,100.7
3.56,142.4,22.2,100.6
3.52,141,22.2,100.6
3.21,135.6,21.8,100.6
3.18,135.8,22,100.6
3.25,133.6,23.6,100.7
3.4,130.8,23.2,100.7
3.02,132.8,26.8,100.8
2.82,162.4,27.8,100.8
2.64,182,29.1,100.8
2.67,191.7,32.1,100.8
2.49,195.2,33,100.7
2.55,198,33.3,100.6
2.85,203,33.1,100.5
3.54,204.3,33.3,100.4
4.06,201.9,31.6,100.5
3.33,197.3,30.6,100.5
2.95,207.7,29.2,100.5
2.27,228.9,28.7,100.6
1.5,246.2,27.4,100.6
0.64,292.8,26.8,100.7
1.36,348.2,26,100.8
2.67,356.1,25.1,100.8
4.24,352.5,24.9,100.8
5.89,348.2,24.7,100.8
7.24,348.4,24.8,100.7
8.22,350.9,23.9,100.7
8.66,351.3,23.4,100.7
8.84,351.6,23.6,100.7
8.92,351.6,23.7,100.7
8.95,351.2,23.5,100.8
8.82,349.4,25.9,100.9
8.97,350.7,27.1,100.9
8.3,353.9,28.5,100.9
7.43,354.7,33,100.8
6.84,353.3,33.3,100.7
6.58,351,33.8,100.6
6.19,350.1,34.7,100.4
5.78,348.3,34.9,100.3
5.75,341.6,33.7,100.3
6.6,338.9,32.8,100.3
7,342.6,31.8,100.4
7.59,349,30.5,100.4
7.22,355,29.3,100.5
6.8,357.2,26.3,100.5
6.48,357.1,25.9,100.6
5.95,357.8,25.4,100.6
5.26,1,25,100.6
4.77,0.3,24.7,100.6
4.15,358,23.7,100.6
3.63,356.5,23.5,100.5
2.92,354.4,21.5,100.5
2.45,359.3,21.4,100.5
2.14,9.6,21.2,100.6
1.94,20.8,20.9,100.6
1.59,22.8,24.7,100.7
0.49,64.1,27.4,100.7
1.22,174.9,29.4,100.7
2.38,183.3,32.6,100.6
3.53,183.5,33.5,100.6
4.74,179.9,34,100.4
5.81,178.3,34.7,100.4
6.34,178.3,34.1,100.3
6.33,181.2,31,100.3
5.91,183.6,30.1,100.3
4.75,178,30,100.3
3.96,171,28.8,100.4
3.37,165.7,26.7,100.4
3.29,154.1,26,100.4
3.91,142.3,25.8,100.5
4.73,137.5,24.9,100.5
5.3,134.9,25.3,100.5
5.51,134.3,25.6,100.5
5.43,132.6,24.6,100.5
5.47,132.5,24.6,100.4
5.56,135.3,23.2,100.4
5.77,136.3,23.3,100.4
5.9,136.9,23.4,100.4
6.04,135,23.6,100.5
5.37,135.9,26.3,100.5
6.39,160.4,27.1,100.6
6.51,165,28.4,100.6
6.87,167.2,31.2,100.6
7.05,168.7,31.5,100.5
7.19,168.7,32,100.5
7.15,169,32.8,100.4
6.98,168.6,32.3,100.3
6.69,164.9,30.6,100.4
6.09,162.7,29.7,100.4
5.17,157.3,29.6,100.4
4.18,154.9,28.1,100.5
2.75,149.8,25.5,100.6
1.41,134,25.9,100.6
0.88,93.2,24,100.7
0.49,33.3,23.1,100.7
1.16,327.6,22.2,100.7
3.06,324.2,22.4,100.7
5.51,330.6,22.2,100.6
7.47,337.6,22.8,100.6
8.57,341,23.7,100.6
9.19,343.9,23.7,100.5
9.51,346.7,23.7,100.6
9.79,350.9,23.4,100.6
9.71,352.7,26.2,100.7
11.14,356.2,27.7,100.7
10.9,0.6,28.9,100.7
10.29,2.2,32.5,100.7
10.21,2.1,32.9,100.6
10.45,2.7,32.4,100.5
10.66,2.6,33.9,100.4
11.06,1.8,33.3,100.4
11.81,359.5,30.8,100.4
11.9,356.5,30,100.4
11.66,354.1,29.2,100.5
12.06,353.2,28.7,100.5
12.29,354.1,26.8,100.6
12.62,354.1,26,100.7
12.66,352.8,25.7,100.8
12.51,351,25,100.8
12.27,349.2,24.6,100.8
12.04,348.6,24.3,100.8
11.72,348.9,23.8,100.7
11.64,349.4,23.6,100.7
11.92,349.9,22.5,100.7
12.2,349.8,22.7,100.7
11.91,349.3,22.9,100.7
11.65,348.4,22.8,100.8
11.36,346.4,24.1,100.8
12.17,349.1,25.7,100.9
12.32,353.6,26.9,100.9
11.71,355.4,29.2,100.8
11.53,355.1,30.1,100.7
11.24,356.3,30.6,100.6
10.93,356.5,31.2,100.5
11.03,356.5,31,100.4
10.76,358.4,30,100.4
10.29,355.9,29.3,100.4
9.72,351.6,29.1,100.5
10.42,352.4,28.3,100.5
10.75,355.3,27.8,100.6
10.86,355.7,25.4,100.6
10.79,353.5,25.2,100.6
10.66,351.5,24.9,100.6
10.43,350.2,25,100.6
10.26,349.6,24.9,100.6
10.2,349.4,24.9,100.6
9.93,349.4,24.9,100.5
9.66,352.8,23.1,100.5
9.74,354,23,100.5
9.61,353,23.6,100.6
9.55,351.9,23.7,100.6
8.87,349.9,25.2,100.7
9.66,352.4,26.4,100.7
9.42,353.4,27.9,100.7
8.62,354.3,32.1,100.7
7.76,354.9,32.7,100.6
6.82,352.9,32.7,100.4
6.5,344.6,34.5,100.3
7.07,341,34.4,100.2
7.41,340.4,32.5,100.2
7.73,343.3,31.6,100.2
7.8,342.2,31.1,100.2
8.27,348.6,30,100.3
8.2,355.8,28.5,100.3
7.85,358.8,27.9,100.4
7.57,357.3,27.8,100.5
7.33,356.7,26.5,100.5
7.14,356.1,26.3,100.5
7.01,354.3,26.3,100.4
7,353,25,100.4
6.9,352.4,25,100.3
6.55,349.6,22.6,100.3
6.18,347.3,22.8,100.3
6.03,345.7,24.7,100.4
5.8,348.1,24.5,100.4
5.46,352.7,25.2,100.4
4.37,353.1,26.4,100.5
3.14,350.4,27.9,100.5
2.06,347.1,32,100.4
0.8,323.7,33.4,100.3
1.14,193.3,34.2,100.2
3.02,179.6,35.4,100.1
4.94,182.3,35.3,100
6.93,187,32.1,100.1
6.91,191.5,30.7,100.1
5.52,188.3,29.4,100.2
4.12,182.7,28,100.2
2.8,161,26.5,100.3
2.64,127.4,26.5,100.4
3.45,108,26.1,100.4
3.84,105.6,25.2,100.4
3.9,114.1,24.7,100.4
4.03,123,24.4,100.4
3.88,128.3,23.2,100.3
3.39,128.1,23.6,100.3
2.81,127,22.1,100.3
2.54,130.6,22.2,100.3
2.6,135.9,22.6,100.3
2.58,137.7,22.8,100.4
2.11,145.3,26.8,100.4
2.62,160.9,27.3,100.5
2.97,170.2,29.2,100.5
3.52,176.8,32.5,100.4
4.07,182,33.1,100.3
4.55,186.4,33.6,100.2
4.98,188.5,34.7,100.2
5.38,190.2,34.3,100.1
5.66,194.4,31.5,100.1
5.21,190.6,30.4,100.1
4.34,185.6,29.3,100.2
3.48,178,28,100.3
2.68,166.2,26.2,100.3
1.98,148.8,25.3,100.4
1.37,138.2,25.1,100.5
0.78,120.5,23.7,100.5
0.47,6.7,23.2,100.5
2.04,336.1,22.8,100.4
3.86,335.8,22.5,100.4
5.79,341.5,22.9,100.4
6.81,349.1,24.4,100.4
7.76,350.5,24.1,100.4
8.52,350.3,24,100.4
9.1,350.1,23.8,100.5
9.41,349.8,26.5,100.5
10.28,351.1,28.1,100.6
10.81,354.6,29.3,100.6
11.27,356.1,32.5,100.6
11.34,358,33.3,100.5
11.31,358.8,33.4,100.4
11.31,359.2,33.4,100.4
11.79,356,32.8,100.3
12.18,359,30.8,100.4
12.3,359.1,29.5,100.4
11.72,351.6,28.5,100.5
12.24,350.9,28.3,100.5
12.95,351.4,26.3,100.6
13.3,351.6,26,100.7
13.11,349.6,25.5,100.7
12.76,349,24.1,100.7
12.69,348.8,23.8,100.7
12.9,348.7,23.5,100.7
12.01,348.1,22.9,100.6
12.06,348.1,22.9,100.6
11.86,349.3,21.8,100.6
11.41,349.9,21.7,100.6
11.45,349.1,21.9,100.7
11.08,348,21.8,100.7
11.35,347.6,23.6,100.8
11.75,348.8,24.8,100.8
12.36,353.7,25.5,100.8
11.53,356,29.1,100.7
10.61,356.8,30,100.7
10.31,358.6,30.8,100.5
10.44,357,32,100.5
10.89,356.9,31.9,100.4
10.67,357.2,28.8,100.4
10.42,354.5,28.3,100.4
10.09,353.8,27.9,100.4
10.45,355.4,27.5,100.5
10.42,354.4,26,100.5
10.48,354.9,25.4,100.6
10.31,354.9,25.5,100.6
10.17,353.1,24.1,100.6
9.94,350.4,23.7,100.6
9.66,348.6,23.7,100.5
9.25,349.1,22.5,100.5
8.85,350.2,22.6,100.4
8.62,351.6,21.6,100.4
8.27,352.5,21.8,100.4
7.92,353,22.9,100.5
7.57,353.6,22.6,100.5
6.83,354.6,24.4,100.6
6.21,356.8,25.7,100.6
4.81,358,27.6,100.6
2.91,357.9,31.8,100.5
1.17,348.1,32.7,100.4
0.62,204.5,33.8,100.3
1.81,186.3,35.5,100.2
2.87,179,36,100.1
3.91,178.3,33.1,100
5.12,182,32,100.1
4.8,187.3,30.2,100.1
3.98,189.5,28.3,100.2
2.95,186.3,27,100.3
2.35,170.6,25.5,100.4
2.26,148.7,25,100.4
2.78,127.4,23.9,100.4
3.25,121.5,23.8,100.4
3.84,122.9,23.5,100.3
4.22,125.2,22.3,100.3
4.22,124.9,21.9,100.2
4.18,128.7,21.2,100.2
4.57,128.4,21.8,100.2
4.94,130.7,23.6,100.3
4.98,131.3,23.9,100.3
4.2,134.5,26.4,100.4
4.81,152.9,26.9,100.4
5.36,161.5,27.8,100.4
5.96,166.9,32.5,100.3
6.32,172.3,33,100.3
6.55,175.1,33.2,100.2
6.58,175.7,34,100.1
6.38,175,34,100
6.24,176,29.9,100
5.67,168.7,29.4,100
5.03,155.9,28.8,100.1
4.3,151.1,28.4,100.1
3.47,137.4,26.1,100.1
3.2,126.5,26.2,100.2
3.28,121.1,26,100.3
3.62,122,24.6,100.2
3.43,122.8,24.7,100.2
2.91,121.9,24.4,100.2
2.55,117.9,23.1,100.1
2.16,113.4,22.4,100.1
2.16,114.1,21.2,100.1
2.41,123.7,21.3,100.1
2.36,136.6,21.5,100.2
2.4,139.7,21.9,100.2
2.3,137,25.7,100.3
2.29,157.7,28.2,100.4
2.76,173.4,29.5,100.4
3.54,177.9,32.7,100.3
4.25,181.1,33.4,100.3
4.81,182.2,33.6,100.1
5.41,182.4,34.3,100.1
5.9,182.9,33.9,100
5.93,180.5,31.3,100
5.51,175.9,30.5,100
4.8,168,29.3,100.1
4.38,154.9,28.1,100.1
4.02,136.4,26.3,100.2
3.74,119.1,25.9,100.3
3.51,110.4,25.6,100.3
3.33,112.3,24.5,100.4
3.05,117.1,24.3,100.3
2.44,119.9,23.8,100.3
1.28,102,22.8,100.3
1.15,6.2,22.9,100.2
2.79,340.9,23.5,100.3
5.39,344.1,23.6,100.3
8.24,348.9,24.3,100.4
10.37,351.2,25,100.5
10.53,350.1,27.4,100.5
11.74,353.2,28,100.6
12.86,356.8,28.9,100.6
13.13,357.1,30.2,100.5
13.07,358.6,33,100.5
13.11,357.9,33.4,100.4
12.99,356.1,33.9,100.3
13.83,354.5,33.4,100.3
13.3,354.1,29.4,100.2
13.74,353.8,28.5,100.2
12.45,349.2,27.6,100.3
13.69,349.5,27.5,100.4
14.45,348.5,26.1,100.5
14.52,347.7,25.4,100.6
14.34,347.6,25.1,100.6
14.76,347.2,24.1,100.7
13.83,346.8,23.9,100.7
12.8,345.6,23.4,100.6
12.65,346.2,22.7,100.5
12.71,346.1,22.6,100.5
12.65,347,21.4,100.5
12.67,348.9,21.5,100.5
12.77,349.5,22.9,100.6
12.42,349.5,22.9,100.6
12.74,349,24,100.7
12.51,350.2,24.5,100.7
12.17,351.6,25.3,100.7
11.64,353.2,26.3,100.7
11.26,354.1,30.4,100.6
11.27,355.4,30.9,100.5
11.31,356.4,30.9,100.4
11.62,356.8,30.8,100.3
11.47,359,28.1,100.3
11.78,358.1,27.8,100.3
11.72,354.2,27.2,100.4
11.84,351.7,27.2,100.4
11.95,350.7,25.7,100.6
11.86,349,25.2,100.7
11.71,347.7,25,100.7
11.5,346.9,24.5,100.8
11.46,346.4,24.1,100.8
11.51,345.8,24,100.7
11.47,346.1,23.6,100.7
11.5,345.8,23,100.6
11.45,347,22.7,100.6
11.78,347,22.7,100.6
11.84,347.5,22.5,100.7
12.19,346.8,22.4,100.8
12.12,345.7,23.7,100.8
12.55,345.4,24.5,100.9
12.9,347.4,24.7,100.9
13.15,348.7,26.9,100.9
13.1,349,27.9,100.8
12.99,347.9,28.4,100.7
13.14,349,28.5,100.6
13.23,349.5,28.1,100.6
13.11,350.5,26.2,100.6
12.89,350.1,25.4,100.6
12.12,347.4,24.8,100.6
11.81,346,24.4,100.6
12.03,346.8,23.3,100.7
13.4,347.8,22.9,100.8
13.06,346.8,22.8,100.8
12.65,346.2,22.7,100.9
11.78,346.6,22.3,100.8
11.54,346.9,22.6,100.8
11.39,346.7,22.4,100.7
11.2,346.8,22.3,100.6
10.88,347.9,21.5,100.6
10.67,349.3,21.7,100.6
10.5,349.5,21.9,100.6
9.98,347.6,22.2,100.7
9.82,348,24.1,100.7
9.49,353.3,25.1,100.7
8.28,353.4,26.9,100.7
7.18,350.4,28.5,100.6
6.45,349.2,32.8,100.5
6.06,348,33.7,100.4
5.7,347.2,34,100.3
5.34,346.6,34.6,100.2
5.92,338.8,32.1,100.2
6.25,343.4,31.1,100.1
6.53,341.8,30.1,100.2
7.27,343.3,28.3,100.3
7.02,350.5,27.4,100.4
6.41,355.1,26.1,100.4
5.8,354.7,25.7,100.5
5.05,353.1,25.1,100.5
4.1,352.2,24,100.5
2.95,356,23.6,100.5
1.83,2.5,23,100.4
1.1,24.8,22.4,100.4
1.27,64.8,21.2,100.3
1.86,96,21.4,100.3
2.35,109.5,21.7,100.4
2.71,116.3,22.5,100.4
2.49,123.2,26.3,100.5
3.3,146.8,28.1,100.5
3.98,159.6,29.5,100.5
4.69,168,33.3,100.5
5.17,173.2,33.6,100.4
5.53,175.5,33.8,100.3
5.71,174.7,34.8,100.2
5.81,173.8,34.8,100.2
6,174.6,32.4,100.1
5.66,170,31.6,100.2
4.53,170.2,31.1,100.2
